Country Name,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Germany,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Djibouti,56.1747894287109,56.1799507141113,56.200469970703104,54.5999984741211,56.2974739074707,56.618839263915994,57.5785636901855,58.675445556640604,60.2000007629395,60.5641860961914,61.2119293212891,61.7670822143555
Dominica,92.82656860351558,94.17394256591801,95.5366744995117,96.91748046875,98.31810760498051,99.7365493774414,99.8290176391602,99.9835357666016,100.0,100.0,100.0,100.0
Denmark,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Dominican Republic,97.85775756835942,98.14541625976558,97.8988723754883,97.8670501708984,98.38585662841801,98.47097778320308,98.56036376953129,98.9000015258789,100.0,98.9000015258789,99.0,100.0
Algeria,98.84518432617192,98.8589324951172,98.88803100585942,98.7646636962891,99.00220489501949,99.0870132446289,99.1866607666016,99.35025024414058,99.63549041748051,99.6978378295898,99.5,99.8041305541992
East Asia & Pacific (excluding high income),94.6285878733675,95.04888518036431,95.71615316605221,96.001969136835,96.2321106504147,96.3731078718911,96.7862505186502,96.8965489458648,97.6250324881794,97.6468051489065,97.85089598908431,97.80289269540471
Early-demographic dividend,77.6762938957043,78.364963865646,75.1718689357295,81.10460835489769,82.26525487881109,83.1131680571248,85.73149882183,87.0192357449593,89.37683677109399,91.11032606213459,92.25127605609819,93.3822156743267
East Asia & Pacific,95.1658764816872,95.5426436840747,96.14162161324009,96.3971680759818,96.6026789439967,96.72825171414341,97.09967976389281,97.198108141376,97.8548149745798,97.8737145984247,98.05755678962669,98.0133338488244
Europe & Central Asia (excluding high income),99.91447973186649,99.93952173318621,99.9244805349554,99.9557778282364,99.94688661782541,99.9600521967667,98.2698785814502,99.9747014231173,99.9801380333328,99.98109065116051,99.9844410157369,99.98920108194429
Europe & Central Asia,99.9637749415269,99.9742658159395,99.9678361247815,99.9810754122,99.9772262352054,99.9828399900704,99.2553035277639,99.96962217158381,99.9914164447254,99.9918353726555,99.99325153054359,99.99532134451509
Ecuador,96.4708633422852,97.4621429443359,96.8726959228516,97.1949310302734,98.03467559814449,98.97606658935551,98.8258819580078,98.6999969482422,99.1999969482422,98.6999969482422,99.08999633789058,98.8499984741211
"Egypt, Arab Rep.",98.8697128295898,99.3945541381836,99.4521636962891,99.6999969482422,99.8503875732422,99.8000030517578,99.3000030517578,100.0,100.0,100.0,100.0,100.0
Euro area,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Eritrea,39.0650978088379,40.1831207275391,41.316501617431605,42.467948913574205,43.6392288208008,44.828311920165994,46.0322418212891,47.2480392456055,48.4727439880371,49.7033843994141,50.9369926452637,52.17109680175779
Spain,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Estonia,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Ethiopia,23.690038681030302,25.409936904907198,23.0,28.8985195159912,30.671672821044897,27.2000007629395,29.0,42.9000015258789,44.2999992370605,44.940601348877,48.063591003418,51.0939826965332
European Union,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.96019627664431,100.0,100.0,100.0,99.9953512380042
Fragile and conflict affected situations,45.6509055331886,46.1928702094421,48.0779060415145,49.364977007434,50.8552575663457,50.3528446282428,50.3612530137864,54.592984248556206,54.9309353165559,55.033622053359394,55.8566912409178,56.537250991541995
Finland,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Fiji,87.1348648071289,89.2485809326172,90.14612579345699,91.07083129882808,91.75,93.7866058349609,95.16824340820308,96.5617446899414,96.0,99.3725051879883,99.71588134765629,100.0
France,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Faroe Islands,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"Micronesia, Fed. Sts.",62.4268074035645,64.53151702880861,66.5939865112305,68.4323654174805,70.2488174438477,72.0532455444336,73.9390563964844,75.9620132446289,77.94390869140629,79.7029113769531,81.2767333984375,82.92591857910159
Gabon,82.7426986694336,89.4617233276367,88.8595657348633,89.3000030517578,86.4000015258789,86.9643096923828,87.37686157226558,88.20382690429692,86.2699966430664,89.8815155029297,90.7262954711914,91.57156372070308
United Kingdom,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Georgia,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9000015258789,100.0,100.0
Ghana,60.990779876709006,64.1999969482422,64.06256103515629,56.5099983215332,70.6999969482422,78.3000030517578,74.07884216308591,79.3000030517578,79.0,80.4000015258789,83.5,85.87355041503909
Gibraltar,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Guinea,26.649526596069304,27.955623626709,29.2770805358887,26.2000007629395,31.9759578704834,33.353118896484396,34.7451210021973,33.5,35.4000015258789,45.0,42.2000007629395,44.6686782836914
"Gambia, The",43.039192199707,46.655277252197294,48.2470855712891,49.8279304504395,51.5,52.9337272644043,54.5619888305664,56.3274078369141,56.2000007629395,60.2999992370605,62.0999984741211,62.273067474365206
Guinea-Bissau,4.699999809265139,6.0,13.3999118804932,14.8038854598999,16.227689743042,17.2000007629395,20.0531539916992,22.968791961669897,26.0,28.495056152343803,30.961557388305696,33.3354682922363
Equatorial Guinea,65.5923614501953,66.1572647094727,66.09999847412111,65.7359466552734,65.8208084106445,65.923469543457,66.0409774780273,66.1703567504883,66.3086395263672,66.45285797119139,66.6000442504883,66.7477264404297
Greece,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Grenada,88.9352569580078,89.28466033935551,88.8000030517578,90.0322494506836,90.43490600585942,90.85537719726558,91.2906875610352,91.7378692626953,92.1939544677734,92.3000030517578,93.12096405029301,93.5864486694336
Greenland,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Guatemala,83.0785293579102,84.2757110595703,84.0264129638672,86.7188568115234,87.9692916870117,85.49436950683591,90.52062225341801,91.81558227539058,93.3000030517578,94.4292373657227,95.74200439453129,97.05526733398442
Guam,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Guyana,77.5999984741211,83.0916290283203,84.0845413208008,85.0664825439453,86.0264892578125,86.9000015258789,88.0038375854492,89.1703567504883,90.2958145141602,91.1983795166016,91.9157562255859,92.5405426025391
High income,99.9504340640924,99.9486889580269,99.95561428830709,99.9654235625918,99.95709151984809,99.97069420955299,99.96909468861651,99.95847509677981,99.97133102953079,99.9818667011525,99.9850468228112,99.98829845100842
"Hong Kong SAR, China",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Honduras,78.2696838378906,80.9846649169922,82.19529724121091,83.60772705078129,87.1848831176758,88.6537704467773,89.9817123413086,91.5999984741211,86.5,91.5999984741211,91.0999984741211,93.2067108154297
Heavily indebted poor countries (HIPC),27.031980070155697,28.813019582574896,29.3114018944102,32.0804253256714,32.979931643361695,35.5266810110775,35.463828191651295,40.6985075121105,41.598266537877,44.2125126513089,44.98610281940821,46.542406946377604
Croatia,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Haiti,36.5422210693359,37.0556221008301,37.5843849182129,37.9000015258789,38.6978759765625,39.496410369873,40.83628463745121,40.4000015258789,43.749271392822294,44.962345123290994,45.990234375,46.925533294677706
Hungary,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
IBRD only,90.7685116888337,91.4597041187166,89.1974921552317,92.7899866046313,93.4911011286849,94.0601143778238,95.2149875196826,95.7785636381204,96.72575421281971,97.78261008740209,98.317338005068,98.7784470650345
IDA & IBRD total,79.874102899189,80.3230213255202,79.0800261573907,82.1512029840409,82.752294705696,83.24241872642901,84.39860613210091,85.6781285175771,86.7430415281495,87.89333810626529,88.421488295289,89.021668566695
IDA total,44.029759351690394,44.213118040535896,46.6485323894008,48.4953794158634,49.1813741348396,49.83397158155189,51.412193650603896,55.2706241315303,57.081161843245894,58.87974892938829,59.834578125757396,61.2261731828994
IDA blend,58.1232299752804,57.111153007131605,61.686336949634,61.248091629038704,62.28384663580171,61.253104199271604,61.446648910967795,65.3969706445058,63.80249153124121,65.9321070935129,66.9988649272964,67.8680694575568
Indonesia,93.5500030517578,94.1500015258789,94.8300018310547,96.0,96.4642562866211,97.01000213623051,97.5373687744141,97.62000274658199,98.1399993896484,98.51000213623051,98.8499984741211,96.9499969482422
IDA only,36.9621075180568,37.744227093033,39.0751701329825,42.075107529652,42.574391003618395,44.067174162940006,46.33851474207599,50.146152420622606,53.6782127607647,55.3026984203386,56.2071437164948,57.85930757302361
Isle of Man,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
India,75.0,76.3000030517578,67.59999847412111,79.9000015258789,81.99932861328129,83.87249755859379,88.0,89.2177963256836,92.1249465942383,95.6999969482422,97.3082656860352,99.0
Ireland,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"Iran, Islamic Rep.",99.7099990844727,99.4910430908203,99.5726470947266,99.64328002929692,99.8300018310547,100.0,99.9599990844727,99.9499969482422,99.94000244140629,100.0,100.0,100.0
Iraq,98.11988067626949,98.2809677124023,98.0,99.3000030517578,98.8662796020508,99.0984344482422,99.34542846679692,99.6043014526367,99.8720703125,99.9000015258789,99.99200439453129,100.0
Iceland,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Israel,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Italy,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Jamaica,91.0267791748047,92.1999969482422,91.0999984741211,93.0999984741211,93.9000015258789,93.3000030517578,94.9000015258789,96.7379837036133,97.6095809936523,98.48712158203129,99.3676223754883,100.0
Jordan,99.4000015258789,100.0,99.6515655517578,99.5,99.7014389038086,99.7484970092773,99.8981704711914,99.9588241577148,100.0,99.9000015258789,100.0,99.9000015258789
Japan,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Kazakhstan,100.0,100.0,99.7974700927734,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Kenya,23.0,19.2000007629395,36.0356559753418,37.990966796875,39.9661064147949,36.0,41.5999984741211,53.0999984741211,55.976409912109396,61.284572601318395,69.6999969482422,71.4379425048828
Kyrgyz Republic,99.5,99.0,98.3199996948242,99.8000030517578,98.9300003051758,99.8000030517578,98.69000244140629,99.7099990844727,100.0,100.0,99.87423706054692,99.98104858398442
Cambodia,43.112152099609396,31.100000381469698,50.3072624206543,53.9305648803711,57.5736961364746,56.0999984741211,64.91042327880861,69.5443115234375,89.0699996948242,81.0756530761719,84.0,86.4000015258789
Kiribati,64.19000244140629,63.1677360534668,74.84373474121091,76.6912612915039,78.9310607910156,83.4539489746094,90.5581817626953,92.7996139526367,86.1764450073242,88.1031646728516,90.0328521728516,91.9630279541016
St. Kitts and Nevis,97.5912246704102,99.84339141845699,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"Korea, Rep.",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Kuwait,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Latin America & Caribbean (excluding high income),95.03554117416729,95.55817401581508,95.91615562964229,96.2966093390769,96.6218522275548,96.7643312731723,97.0478296986236,97.2921973137585,97.5890151640539,97.6121483776992,97.9268787211912,98.38595441907749
Lao PDR,67.35939788818361,70.1499404907227,70.0,76.3666305541992,79.5762557983398,83.1340408325195,89.6999969482422,90.54953002929692,93.5999984741211,97.7971572875977,99.0920867919922,100.0
Lebanon,99.23448944091801,99.4744110107422,99.6840133666992,99.5067596435547,99.49551391601558,99.4823226928711,99.5831756591797,99.7256240844727,99.8798294067383,99.6999969482422,99.9748687744141,100.0
Liberia,1.89999997615814,5.16266441345215,4.099999904632569,9.10747241973877,9.80000019073486,9.39999961853027,15.161735534667999,17.7000007629395,24.2000007629395,22.8791332244873,23.100000381469698,27.534709930419897
Libya,83.3463592529297,81.6502227783203,79.9694519042969,78.30674743652341,76.6638717651367,75.03880310058591,73.42857360839841,71.8302230834961,70.2407684326172,67.0,68.6424026489258,69.7073516845703
St. Lucia,93.71856689453129,94.1999969482422,94.7525177001953,95.3434219360352,95.8573837280273,96.4376373291016,97.0327377319336,97.63970947265629,98.2798080444336,98.8773956298828,99.5021820068359,100.0
Latin America & Caribbean,95.3834203479418,95.8559291449332,96.1815745221752,96.5612720699835,96.84061824602101,97.03050441162371,97.28133589039119,97.4839542523825,97.7351044734811,97.8022655062656,98.0940252889238,98.5161272840617
Least developed countries: UN classification,32.5119587662897,33.0881755132663,34.8124077044345,38.2963875067201,38.3772135407499,39.618098971666996,42.5340263288604,46.4522752203525,50.3420612549504,52.189399358310204,52.9290034230591,54.6963805479401
Low income,24.5818867900176,26.098489835911497,26.7625744502807,29.7093822781639,30.7303087589889,32.1871838496715,32.0544916275416,37.233143065048,38.8767763861764,40.5490839955387,41.4766654177545,42.988145215162
Liechtenstein,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Sri Lanka,87.08999633789058,85.3000030517578,87.76000213623051,87.0,90.1999969482422,92.66051483154301,94.35186767578129,97.5,97.5,99.5648727416992,99.7585678100586,100.0
Lower middle income,73.7808017933631,74.3371747969462,71.8659548995431,77.5606284166019,78.7468548236515,79.6298401401201,82.3722521315214,83.91969532657309,85.8600383830672,88.0468832451158,89.0598996805966,90.1148576430344
Low & middle income,79.28918642922571,79.7637911764725,78.5182431211802,81.64128826516979,82.2662257147907,82.7709616746405,83.9572952097615,85.2726749370657,86.36427952400591,87.53843802549808,88.0860238243696,88.70552869871891
Lesotho,17.0,17.0,22.405441284179698,20.5599994659424,26.766014099121104,27.7999992370605,31.6773338317871,35.071590423584,33.7000007629395,47.0,44.5002098083496,47.35273742675779
Late-demographic dividend,97.90192143635592,98.3983674174885,98.6552228838437,98.7606031014138,98.9300637579697,98.94248529147508,98.83106813064279,99.1720921423574,99.29089576358429,99.3070055271163,99.3741150003138,99.46371858180771
Lithuania,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Luxembourg,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Latvia,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"Macao SAR, China",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
St. Martin (French part),99.9549026489258,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Morocco,85.5201644897461,92.67137908935551,93.4464340209961,94.2105178833008,97.1999969482422,91.5999984741211,97.3000030517578,97.8000030517578,100.0,98.0999984741211,99.5999984741211,100.0
Monaco,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Moldova,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9800033569336,99.98999786376949,100.0,100.0
Madagascar,17.3999996185303,12.3000001907349,14.3000001907349,18.7000007629395,12.8999996185303,22.2350730895996,23.005933761596697,22.899999618530302,24.100000381469698,36.5,31.0400009155273,33.735076904296896
Maldives,99.9000015258789,99.1568603515625,99.27725219726558,99.3866729736328,99.4741668701172,100.0,99.7064743041992,100.0,99.8000030517578,100.0,100.0,100.0
Middle East & North Africa,94.9071465563945,95.7446617079924,95.7977707558595,95.3840788839275,97.0777197620124,96.07405221064379,96.521936038803,96.828269246969,97.6873814189416,96.2830490526466,97.2308525888101,97.3559358494581
Mexico,98.19821166992192,99.2366943359375,99.0281524658203,99.11163330078129,99.14769744873051,99.1729278564453,99.0,99.5,100.0,99.5,99.5999984741211,99.4000015258789
Marshall Islands,81.7832794189453,89.23388671875,89.9196090698242,90.5608062744141,91.1968536376953,91.8208770751953,92.52627563476558,93.3688278198242,94.2973480224609,95.91629028320308,97.53820037841801,99.1606063842773
Middle income,84.7677675427355,85.2192719837406,83.85835200602921,87.0717816189739,87.7283225741927,88.20565141740342,89.61240596370821,90.58240771289441,91.68975555441651,92.8904696235987,93.47804741625559,94.08459666849821
North Macedonia,99.1999969482422,100.0,99.72616577148442,100.0,100.0,100.0,100.0,100.0,100.0,99.8000030517578,100.0,100.0
Mali,24.0308952331543,26.912050247192397,28.6844539642334,25.600000381469698,32.285228729248,34.113338470459,37.5999984741211,38.789821624755895,34.779998779296896,50.9000015258789,47.836277008056605,50.5614166259766
Malta,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Myanmar,51.73490905761721,48.7999992370605,54.0064277648926,55.1679344177246,56.349273681640604,52.0,60.5,55.5999984741211,69.8148345947266,66.2272796630859,68.358528137207,70.3971939086914
Middle East & North Africa (excluding high income),94.1128726215839,95.065142177974,95.114009477721,94.62184721964941,96.5895930621542,95.4121580369907,95.930948298055,96.2946497171632,97.29614882671801,95.6422700598537,96.75266929349209,96.89944083092041
Montenegro,100.0,100.0,99.0,100.0,99.6999969482422,97.6999969482422,100.0,100.0,100.0,100.0,100.0,100.0
Mongolia,80.72850036621091,78.502082824707,72.0570755004883,84.4836120605469,81.1999969482422,87.07882690429692,88.40017700195308,89.83840942382808,92.51256561279301,98.0999984741211,97.2299118041992,98.0999984741211
Northern Mariana Islands,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Mozambique,15.0,18.8027362823486,20.2000007629395,21.2326068878174,22.4201278686523,24.7999992370605,24.0,26.246520996093803,24.2999992370605,31.100000381469698,29.6744499206543,30.603832244873
Mauritania,31.1152858734131,33.9595146179199,35.1663208007813,36.3621597290039,37.536064147949205,38.7999992370605,39.5,41.321617126464794,42.9000015258789,44.312137603759794,45.83003234863279,47.348419189453104
Mauritius,98.95763397216801,99.69000244140629,99.5999984741211,99.5686187744141,99.4805068969727,99.38037109375,99.3616104125977,99.48001098632808,99.6100006103516,99.44884490966801,100.0,99.66165161132808
Malawi,8.28544425964355,8.699999809265138,7.599999904632571,7.400000095367429,9.0,11.8999996185303,10.8000001907349,11.0,12.6999998092651,18.020000457763697,11.1999998092651,14.8667688369751
Malaysia,99.3000030517578,99.37405395507808,99.4654693603516,99.8000030517578,99.6044464111328,99.65093994140629,99.77881622314449,99.9000015258789,99.95248413085942,99.9922409057617,100.0,100.0
North America,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
